Landshlutar,Póstnúmer,Age,Gender,Other Category,Flettingar,% Δ,Fjöldi eigna,% Δ,Avg. Time on Page,% Δ
Mosfellsbær,276 Mosfellsbær,55-64,male,Sports/Team Sports/Soccer,132,,1,,8,
Reykjavík,104 Reykjavík (Laugardalur),35-44,male,Arts & Entertainment/Celebrities & Entertainment News,132,,2,,37.901785714285715,
Reykjavík,104 Reykjavík (Laugardalur),25-34,female,Arts & Entertainment/Humor/Funny Pictures & Videos,132,,2,,14.25925925925926,
Reykjavík,104 Reykjavík (Laugardalur),25-34,female,[Life Events] Moving/Moving Soon,131,1.046875,2,1,17.185185185185187,2.5483580746738648
Suðurland,815 Þorlákshöfn,25-34,male,Sports/Team Sports/Soccer,131,0.07377049180327869,2,1,29.083333333333332,1.4052039381153303
Reykjavík,113 Reykjavík (Grafarholt og Úlfarsárdalur),18-24,male,Arts & Entertainment/TV & Video/Online Video,130,1.7659574468085106,1,0,37.73770491803279,0.37663316909556566
Reykjavík,101 Reykjavík (Miðborg),25-34,male,[Life Events] Job Change/Recently Started New Job,130,-0.7686832740213523,2,-0.7777777777777778,15.690721649484535,-0.41569626096322515
Reykjavík,190 Vogar,25-34,male,Sports/Team Sports/Soccer,129,,1,,18.22772277227723,
Vesturland,300 Akranes,65+,male,Sports/Team Sports/Soccer,129,0.8970588235294118,2,1,24.48148148148148,5.12037037037037
Reykjavík,112 Reykjavík (Grafarvogur),25-34,male,[Life Events] Moving/Recently Moved,128,-0.22424242424242424,2,0,6.853211009174312,-0.8604509056198084
Reykjanes,240 Grindavík,25-34,female,Arts & Entertainment/Celebrities & Entertainment News,127,0.6282051282051282,1,0,6.31,-0.6665851735015773
Mosfellsbær,276 Mosfellsbær,18-24,female,Arts & Entertainment/Celebrities & Entertainment News,127,,1,,18.614035087719298,
Suðurland,810 Hveragerði,18-24,male,Sports/Team Sports/Soccer,127,-0.16993464052287582,2,1,1.8762886597938144,-0.41868134721753353
Suðurland,810 Hveragerði,65+,female,Arts & Entertainment/Celebrities & Entertainment News,127,-0.3172043010752688,1,-0.5,4.615384615384615,-0.7264957264957265
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),35-44,female,Reference/General Reference/Dictionaries & Encyclopedias,127,,2,,8.783333333333333,
Reykjavík,110 Reykjavík (Árbær),25-34,female,Reference/General Reference/Dictionaries & Encyclopedias,127,,2,,37.425,
Vesturland,300 Akranes,25-34,male,Sports/Combat Sports/Martial Arts/Mixed Martial Arts/Ultimate Fighting Championship (UFC),127,,2,,3.3465346534653464,
Norðurland,600 Akureyri,25-34,female,Arts & Entertainment/TV & Video/Online Video,127,-0.24404761904761904,2,0,12.127272727272727,1.8000567295419092
Vestfirðir,450 Patreksfjörður,25-34,male,[Life Events] Job Change/Starting New Job Soon,127,,1,,26.388349514563107,
Reykjavík,111 Reykjavík (Breiðholt),45-54,female,Arts & Entertainment/TV & Video/Online Video,127,0.8676470588235294,1,0,6.5,-0.5313953488372093
Reykjavík,170 Seltjarnarnes,25-34,female,Sports/Team Sports/Soccer,127,,2,,5.892561983471074,
Vesturland,310 Borgarnes,45-54,male,News/Sports News,124,,1,,7.684210526315789,
Mosfellsbær,276 Mosfellsbær,55-64,female,Food & Drink/Cooking & Recipes,124,,1,,9.90566037735849,
Reykjanes,260 Reykjanesbær,25-34,female,Arts & Entertainment/Online Media/Online Image Galleries,124,0.7222222222222222,1,0,1.7395833333333333,-0.9496294381247845
Reykjavík,116 Reykjavík (Kjalarnes),25-34,male,Sports/Team Sports/Soccer,123,,1,,10.77310924369748,
Vesturland,310 Borgarnes,55-64,female,Food & Drink/Cooking & Recipes,123,,1,,29.889908256880734,
Vesturland,300 Akranes,45-54,female,Arts & Entertainment/TV & Video/Online Video,123,-0.08208955223880597,1,0,1.8137254901960784,-0.6885243459085763
Vesturland,301 Akranes,65+,male,Sports/Team Sports/Soccer,123,,1,,9.616161616161616,
Vesturland,300 Akranes,25-34,female,Arts & Entertainment/Online Media/Online Image Galleries,123,-0.29310344827586204,1,-0.5,10.06060606060606,0.45931941897359757
Vestfirðir,450 Patreksfjörður,35-44,male,Sports/Team Sports/Soccer,123,,1,,24.428571428571427,
Reykjavík,107 Reykjavík (Vesturbær),25-34,female,Food & Drink/Cooking & Recipes,123,-0.09558823529411764,2,0,33.12820512820513,1.2596116792648588
Garðabær,210 Garðabær,25-34,female,Sports/Team Sports/Soccer,122,1,2,1,19.06122448979592,-0.5934156742957487
Reykjavík,104 Reykjavík (Laugardalur),45-54,male,News/Sports News,122,,1,,6.788461538461538,
Reykjavík,101 Reykjavík (Miðborg),45-54,female,Arts & Entertainment/Music & Audio/Pop Music,121,,2,,8.831858407079647,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),55-64,male,Arts & Entertainment/TV & Video/Online Video,120,0.7910447761194029,1,0,4.981308411214953,-0.4011541800725193
Vesturland,310 Borgarnes,25-34,male,[Life Events] Job Change/Starting New Job Soon,120,,1,,22.754716981132077,
Vesturland,301 Akranes,55-64,male,Sports/Team Sports/Soccer,120,,1,,17.27173913043478,
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",25-34,male,Online Communities/Feed Aggregation & Social Bookmarking,120,-0.7051597051597052,2,-0.6666666666666666,16.221153846153847,-0.14674319391300517
Vesturland,310 Borgarnes,35-44,female,Arts & Entertainment/Celebrities & Entertainment News,120,,1,,7.575757575757576,
Garðabær,210 Garðabær,55-64,male,Sports/Team Sports/Soccer,120,-0.4594594594594595,2,-0.3333333333333333,84.22330097087378,2.9878093789988043
Vesturland,310 Borgarnes,45-54,female,Arts & Entertainment/Celebrities & Entertainment News,120,,1,,4.368932038834951,
Reykjanes,233 Reykjanesbær,25-34,female,Arts & Entertainment/TV & Video/Online Video,119,,1,,23.128712871287128,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),25-34,male,Finance/Investing/Stocks & Bonds,119,,1,,10.816326530612244,
Reykjavík,103 Reykjavík (Háaleiti og Bústaðir),25-34,male,Arts & Entertainment/TV & Video/Online Video,119,-0.3160919540229885,1,-0.5,42.27927927927928,2.1471935418564634
Reykjavík,"102 Reykjavík, international mail sorting station",25-34,male,News/Sports News,119,-0.5369649805447471,1,-0.5,13.635593220338983,0.13671857904707116
Álftanes,225 Álftanes,65+,female,Arts & Entertainment/Celebrities & Entertainment News,119,0.5866666666666667,1,0,40.23275862068966,10.471323738956968
Mosfellsbær,276 Mosfellsbær,35-44,male,Arts & Entertainment/TV & Video/Online Video,119,,1,,6.398058252427185,
Mosfellsbær,276 Mosfellsbær,25-34,female,Beauty & Fitness/Hair Care,119,,1,,4.563106796116505,
Reykjavík,104 Reykjavík (Laugardalur),25-34,female,Arts & Entertainment/Music & Audio/Pop Music,119,,2,,2.732673267326733,
Vestfirðir,450 Patreksfjörður,45-54,male,News/Sports News,119,,1,,36.66326530612245,
Reykjavík,101 Reykjavík (Miðborg),25-34,male,Arts & Entertainment/Humor/Funny Pictures & Videos,119,-0.8700873362445415,1,-0.9285714285714286,9.578947368421053,-0.5284753061919688
Reykjavík,112 Reykjavík (Grafarvogur),35-44,female,Arts & Entertainment/Celebrities & Entertainment News,119,-0.4978902953586498,1,-0.6666666666666666,39.20952380952381,4.37467362924282
Mosfellsbær,276 Mosfellsbær,25-34,male,[Life Events] Moving/Recently Moved,117,,1,,3.70873786407767,
Vesturland,301 Akranes,25-34,male,[Life Events] Job Change/Starting New Job Soon,117,1.34,1,0,5.270833333333333,-0.8605431950290638
Vesturland,301 Akranes,25-34,male,[Life Events] Job Change/Recently Started New Job,117,,1,,4.966666666666667,
Reykjavík,103 Reykjavík (Háaleiti og Bústaðir),25-34,female,[Life Events] Job Change/Recently Started New Job,117,0.4268292682926829,1,0,9.564356435643564,-0.7522854202675565
Vesturland,300 Akranes,55-64,female,Arts & Entertainment/TV & Video/Online Video,116,1.2745098039215685,1,0,14.938775510204081,-0.7452205507827091
Reykjavík,111 Reykjavík (Breiðholt),25-34,female,Food & Drink/Cooking & Recipes,116,,1,,9.724770642201834,
Vesturland,301 Akranes,45-54,male,News/Sports News,116,,1,,9.479166666666666,
Vesturland,301 Akranes,45-54,female,Arts & Entertainment/TV & Video/Online Video,116,,1,,9.26530612244898,
Mosfellsbær,276 Mosfellsbær,25-34,female,Arts & Entertainment/Humor/Funny Pictures & Videos,116,,1,,12.459183673469388,
Vesturland,300 Akranes,45-54,female,Arts & Entertainment/Celebrities & Entertainment News,116,0.1958762886597938,1,0,12.640776699029127,-0.015834372269724232
Reykjavík,101 Reykjavík (Miðborg),65+,male,Arts & Entertainment/TV & Video/Online Video,115,-0.24836601307189543,2,-0.3333333333333333,33.42718446601942,-0.22797166098136973
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",55-64,female,Arts & Entertainment/TV & Video/Online Video/Live Video Streaming,115,1.346938775510204,1,0,11.343137254901961,-0.2867045591242632
Reykjavík,109 Reykjavík (Breiðholt),55-64,female,Arts & Entertainment/Celebrities & Entertainment News,115,0.13861386138613863,1,0,13.617647058823529,1.0568321078431373
Reykjanes,233 Reykjanesbær,25-34,male,Sports/Team Sports/Soccer,115,,1,,1.4183673469387754,
Mosfellsbær,276 Mosfellsbær,35-44,female,Pets & Animals/Pets/Dogs,115,,1,,17.098039215686274,
Reykjanes,250 Garður,25-34,male,Arts & Entertainment/TV & Video/Online Video,115,,1,,35.14018691588785,
Vesturland,300 Akranes,18-24,male,[Life Events] Job Change/Starting New Job Soon,115,1.446808510638298,1,0,16.861702127659573,16.773145485911442
Vestfirðir,450 Patreksfjörður,45-54,male,Arts & Entertainment/TV & Video/Online Video,115,,1,,59.67368421052632,
Vesturland,311 Borgarnes,45-54,male,Arts & Entertainment/Celebrities & Entertainment News,113,0.8524590163934426,1,0,38.845360824742265,14.839855870283252
Reykjanes,250 Garður,25-34,female,Shopping/Classifieds,113,,1,,2.5060240963855422,
Mosfellsbær,276 Mosfellsbær,65+,female,Arts & Entertainment/TV & Video/Online Video,113,,1,,6.78494623655914,
Vesturland,310 Borgarnes,65+,female,Law & Government/Government/Royalty,112,,1,,9.84375,
Álftanes,225 Álftanes,25-34,female,Arts & Entertainment/Celebrities & Entertainment News,112,-0.6696165191740413,1,-0.6666666666666666,2.9375,-0.7559692003390789
Reykjavík,107 Reykjavík (Vesturbær),35-44,male,Sports/Team Sports/Soccer,111,-0.4585365853658537,2,-0.3333333333333333,6.333333333333333,-0.6849175467852512
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),25-34,female,Arts & Entertainment/Music & Audio/Pop Music,111,,2,,2.0412371134020617,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),25-34,male,Sports/Team Sports/American Football,110,,1,,46.06741573033708,
Reykjavík,104 Reykjavík (Laugardalur),65+,female,News/Politics,110,,1,,3.5700934579439254,
Mosfellsbær,276 Mosfellsbær,65+,female,Sports/Team Sports/Soccer,110,,1,,10,
Reykjavík,107 Reykjavík (Vesturbær),65+,male,Sports/Team Sports/Soccer,110,0.5277777777777778,1,0,31.817307692307693,0.4462412587412588
Vesturland,311 Borgarnes,35-44,female,Arts & Entertainment/Celebrities & Entertainment News,110,-0.5278969957081545,1,-0.5,6.565217391304348,-0.7400587641502632
Reykjavík,"102 Reykjavík, international mail sorting station",25-34,female,Reference/General Reference/Dictionaries & Encyclopedias,110,,1,,16.669811320754718,
Vestfirðir,450 Patreksfjörður,25-34,male,[Life Events] Job Change/Recently Started New Job,110,,1,,30.337209302325583,
Vesturland,311 Borgarnes,65+,female,Sports/Team Sports/Soccer,110,,1,,11.423076923076923,
Reykjavík,111 Reykjavík (Breiðholt),45-54,female,Arts & Entertainment/Celebrities & Entertainment News,110,,1,,14.10377358490566,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),18-24,female,Arts & Entertainment/Celebrities & Entertainment News,110,,1,,16.464646464646464,
Reykjanes,250 Garður,25-34,female,Arts & Entertainment/Humor/Funny Pictures & Videos,110,,1,,19.75581395348837,
Reykjavík,109 Reykjavík (Breiðholt),25-34,female,[Life Events] Job Change/Recently Started New Job,109,-0.502283105022831,1,-0.5,38.02105263157895,9.047287899860917
Vesturland,300 Akranes,25-34,female,Arts & Entertainment/Music & Audio/Pop Music,109,0.5138888888888888,1,0,11.736263736263735,0.6617718564621218
Kópavogur,"203 Kópavogur (Kórar, Hvörf, Þing)",25-34,male,Arts & Entertainment/Celebrities & Entertainment News,109,,1,,6.6138613861386135,
Norðurland,603 Akureyri,25-34,male,[Life Events] Moving/Recently Moved,109,,1,,29.764705882352942,
Reykjavík,103 Reykjavík (Háaleiti og Bústaðir),25-34,female,Arts & Entertainment/TV & Video/Online Video,109,-0.018018018018018018,1,0,2.9775280898876404,-0.4187295760777116
Vesturland,301 Akranes,25-34,female,Arts & Entertainment/Celebrities & Entertainment News,108,0.5882352941176471,1,0,21.25263157894737,3.266039185555129
Hafnafjörður,220 Hafnarfjörður,35-44,male,Arts & Entertainment/Celebrities & Entertainment News,108,0.8947368421052632,1,0,2.3555555555555556,-0.8587210047417659
Vesturland,300 Akranes,55-64,female,Food & Drink/Food/Baked Goods,106,,1,,6.677083333333333,
Vestfirðir,450 Patreksfjörður,25-34,male,Arts & Entertainment/Celebrities & Entertainment News,106,,1,,16.302325581395348,
Vesturland,300 Akranes,25-34,female,Food & Drink/Food/Baked Goods,106,0.06,1,0,23.333333333333332,0.7239404352806414
Reykjavík,104 Reykjavík (Laugardalur),25-34,male,Arts & Entertainment/Celebrities & Entertainment News,106,,1,,2.9767441860465116,
Reykjavík,112 Reykjavík (Grafarvogur),25-34,male,[Life Events] Job Change/Starting New Job Soon,106,0.4722222222222222,1,0,27.741176470588236,1.0490641711229947
Mosfellsbær,276 Mosfellsbær,45-54,female,Home & Garden/Home & Interior Decor,106,,1,,20.081632653061224,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),25-34,male,News/Business News/Financial Markets News,106,,1,,11.44943820224719,
Reykjanes,250 Garður,25-34,male,News/Sports News,106,,1,,75.63414634146342,
Reykjanes,250 Garður,35-44,female,Arts & Entertainment/Celebrities & Entertainment News,106,,1,,0.5569620253164557,
Reykjavík,105 Reykjavík (Hlíðar),25-34,male,Online Communities/Feed Aggregation & Social Bookmarking,105,-0.7586206896551724,1,-0.8333333333333334,21.636363636363637,-0.2528262299188927
Mosfellsbær,276 Mosfellsbær,25-34,male,Arts & Entertainment/Humor/Funny Pictures & Videos,105,,1,,12.080459770114942,
Mosfellsbær,276 Mosfellsbær,25-34,female,[Life Events] Purchasing a Home/Recently Purchased a Home,105,,1,,8.25,
Mosfellsbær,276 Mosfellsbær,25-34,female,News/Politics,105,,1,,21.582417582417584,
Reykjavík,110 Reykjavík (Árbær),45-54,male,Arts & Entertainment/Celebrities & Entertainment News,105,,1,,32.28409090909091,
Mosfellsbær,276 Mosfellsbær,25-34,male,[Life Events] Job Change/Recently Started New Job,105,,1,,2.9761904761904763,
Reykjavík,109 Reykjavík (Breiðholt),45-54,male,Arts & Entertainment/TV & Video/Online Video,105,-0.4852941176470588,1,-0.6666666666666666,19.379310344827587,0.2505085952598923
Reykjavík,103 Reykjavík (Háaleiti og Bústaðir),25-34,female,[Life Events] Moving/Recently Moved,105,0.08247422680412371,1,0,10.673913043478262,-0.7082228636357699
Mosfellsbær,276 Mosfellsbær,55-64,female,Arts & Entertainment/TV & Video/Online Video,103,,1,,20.708333333333332,
Vesturland,310 Borgarnes,35-44,male,Arts & Entertainment/TV & Video/Online Video,103,,1,,21.741573033707866,
Reykjavík,109 Reykjavík (Breiðholt),45-54,female,Arts & Entertainment/TV & Video/Online Video,103,0.35526315789473684,1,0,27.322222222222223,0.6201856843366278
Hafnafjörður,220 Hafnarfjörður,25-34,female,News/Business News/Financial Markets News,103,,1,,19.373737373737374,
Hafnafjörður,220 Hafnarfjörður,25-34,female,Reference/Humanities/History,102,,1,,30.03488372093023,
Mosfellsbær,276 Mosfellsbær,65+,female,Food & Drink/Cooking & Recipes,102,,1,,6.977528089887641,
Mosfellsbær,276 Mosfellsbær,25-34,female,Reference/General Reference/Dictionaries & Encyclopedias,102,,1,,28.291666666666668,
Vesturland,300 Akranes,25-34,male,Arts & Entertainment/TV & Video/Online Video/Live Video Streaming,102,,1,,9.564705882352941,
Suðurland,825 Stokkseyri,45-54,male,Arts & Entertainment/TV & Video/Online Video,102,,1,,37.01136363636363,
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",65+,female,Sports/Team Sports/Soccer,102,-0.28169014084507044,1,-0.5,36.66304347826087,0.46605260229769946
Mosfellsbær,276 Mosfellsbær,18-24,female,[Life Events] Job Change/Recently Started New Job,102,,1,,6.760416666666667,
Mosfellsbær,270 Mosfellsbær,25-34,male,[Life Events] Job Change/Recently Started New Job,102,-0.5936254980079682,1,-0.6666666666666666,20.545454545454547,-0.03756722714277144
Reykjanes,260 Reykjanesbær,25-34,female,Food & Drink/Food/Baked Goods,102,0.8888888888888888,1,0,1.7380952380952381,-0.013513513513513466
Reykjavík,104 Reykjavík (Laugardalur),35-44,male,News/Sports News,102,,1,,5.258426966292135,
Vesturland,311 Borgarnes,25-34,male,[Life Events] Job Change/Starting New Job Soon,102,-0.37037037037037035,1,0,12.383720930232558,0.4755536854204725
Vesturland,301 Akranes,35-44,female,Arts & Entertainment/TV & Video/Online Video,102,,1,,2.4146341463414633,
Vesturland,301 Akranes,35-44,male,Arts & Entertainment/TV & Video/Online Video,102,,1,,8.273809523809524,
Mosfellsbær,270 Mosfellsbær,55-64,female,Arts & Entertainment/TV & Video/Online Video,100,,1,,23.391304347826086,
Reykjavík,110 Reykjavík (Árbær),35-44,female,Sports/Team Sports/Soccer,100,,1,,21.730337078651687,
Reykjavík,109 Reykjavík (Breiðholt),25-34,female,Arts & Entertainment/TV & Video/TV Shows & Programs/TV Reality Shows,99,0.546875,1,0,6.292134831460674,-0.7091635455680398
Reykjanes,233 Reykjanesbær,35-44,female,Arts & Entertainment/Celebrities & Entertainment News,99,,1,,9.035294117647059,
Reykjavík,111 Reykjavík (Breiðholt),65+,female,Arts & Entertainment/TV & Video/Online Video,99,0.25316455696202533,1,0,4.898989898989899,-0.8461400532406449
Vesturland,300 Akranes,35-44,female,Food & Drink/Cooking & Recipes,99,,1,,3.802469135802469,
Vesturland,355 Ólafsvík,25-34,male,Sports/Team Sports/Soccer,99,0.13793103448275862,1,0,6.894117647058824,0.35652449659108926
Vesturland,301 Akranes,55-64,female,Hobbies & Leisure/Crafts/Fiber & Textile Arts,99,,1,,31.97530864197531,
Vesturland,301 Akranes,35-44,male,Arts & Entertainment/Celebrities & Entertainment News,99,0.32,1,0,9.512195121951219,0.10234784590836558
Suðurland,800 Selfoss,25-34,male,[Life Events] Job Change/Starting New Job Soon,99,-0.34868421052631576,1,-0.5,33.45454545454545,2.207328710477766
Reykjavík,109 Reykjavík (Breiðholt),25-34,male,[Life Events] Job Change/Starting New Job Soon,98,-0.7065868263473054,1,-0.75,13.890243902439025,-0.6660712378567075
Suðurland,815 Þorlákshöfn,35-44,male,Arts & Entertainment/Celebrities & Entertainment News,98,,1,,6.518518518518518,
Reykjavík,105 Reykjavík (Hlíðar),35-44,female,Food & Drink/Cooking & Recipes,98,-0.27941176470588236,1,0,32.10588235294118,0.5480551053484604
Reykjavík,110 Reykjavík (Árbær),45-54,male,News/Sports News,98,,1,,5.714285714285714,
Kópavogur,"201 Kópavogur (Smárar, Lindir, Salir)",25-34,male,Arts & Entertainment/Humor/Funny Pictures & Videos,98,-0.5793991416309013,1,-0.6666666666666666,11.839080459770114,-0.32384562029330166
Vesturland,300 Akranes,25-34,female,Food & Drink/Cooking & Recipes/Desserts,98,0.13953488372093023,1,0,26.357142857142858,0.5237723214285713
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",35-44,female,Sports/Team Sports/Soccer,98,,1,,22.01219512195122,
Vesturland,300 Akranes,18-24,female,Arts & Entertainment/Celebrities & Entertainment News,98,,1,,11.35897435897436,
Reykjavík,105 Reykjavík (Hlíðar),25-34,female,Pets & Animals/Pets/Dogs,98,,1,,4.6117647058823525,
Reykjavík,105 Reykjavík (Hlíðar),25-34,female,Food & Drink/Food/Baked Goods,98,-0.7300275482093664,1,-0.75,20.613636363636363,0.730073051948052
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),35-44,female,Sports/Team Sports/Soccer,98,0.1951219512195122,1,0,71.67032967032966,13.116883116883116
Vesturland,300 Akranes,25-34,female,Sports/Team Sports/Soccer,98,,1,,2.5625,
Mosfellsbær,276 Mosfellsbær,55-64,male,Arts & Entertainment/TV & Video/Online Video,98,,1,,7.908045977011494,
Mosfellsbær,276 Mosfellsbær,35-44,female,Food & Drink/Cooking & Recipes,98,,1,,6.916666666666667,
Reykjavík,105 Reykjavík (Hlíðar),18-24,male,[Life Events] Job Change/Starting New Job Soon,98,-0.5933609958506224,1,-0.5,28.04255319148936,0.8233568601329626
Álftanes,225 Álftanes,25-34,male,[Life Events] Moving/Recently Moved,98,-0.6095617529880478,1,-0.6666666666666666,33.61363636363637,0.41875737898465176
Mosfellsbær,276 Mosfellsbær,65+,female,Pets & Animals/Pets/Dogs,98,,1,,21.607142857142858,
Reykjavík,103 Reykjavík (Háaleiti og Bústaðir),35-44,male,Sports/Team Sports/Soccer,98,0.15294117647058825,1,0,19.295454545454547,0.13408714629741136
Reykjanes,260 Reykjanesbær,25-34,female,Food & Drink/Cooking & Recipes/Desserts,98,1.2790697674418605,1,0,4.230769230769231,3.8143236074270557
Reykjavík,104 Reykjavík (Laugardalur),18-24,male,[Life Events] Moving/Moving Soon,98,,1,,18.9,
Reykjavík,190 Vogar,25-34,female,Arts & Entertainment/Celebrities & Entertainment News,98,,1,,6.987804878048781,
Vesturland,311 Borgarnes,65+,female,Law & Government/Government/Royalty,98,,1,,9.19047619047619,
Reykjavík,110 Reykjavík (Árbær),18-24,female,[Life Events] Moving/Moving Soon,98,,1,,8.428571428571429,
Vestfirðir,450 Patreksfjörður,25-34,male,[Life Events] Moving/Recently Moved,96,,1,,3.628205128205128,
Vesturland,300 Akranes,35-44,female,Pets & Animals/Pets/Dogs,96,,1,,5.585365853658536,
Vesturland,311 Borgarnes,45-54,female,Arts & Entertainment/Celebrities & Entertainment News,96,-0.45454545454545453,1,-0.5,9.106666666666667,-0.5317275597654487
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",65+,male,News/Sports News,96,-0.5932203389830508,1,-0.75,7.115384615384615,-0.6556560076854457
Mosfellsbær,276 Mosfellsbær,25-34,female,Food & Drink/Food/Baked Goods,96,,1,,29.166666666666668,
Mosfellsbær,270 Mosfellsbær,35-44,female,News/Business News/Financial Markets News,95,,1,,23.091954022988507,
Vesturland,310 Borgarnes,65+,male,Sports/Team Sports/Soccer,95,,1,,17.963414634146343,
Vesturland,310 Borgarnes,25-34,female,[Life Events] Moving/Moving Soon,95,,1,,36.76190476190476,
Suðurland,810 Hveragerði,65+,male,Arts & Entertainment/TV & Video/Online Video,93,0.603448275862069,1,0,20.57831325301205,3.1156626506024097
Mosfellsbær,276 Mosfellsbær,55-64,female,Food & Drink/Food/Baked Goods,93,,1,,11.092105263157896,
Vesturland,300 Akranes,18-24,female,[Life Events] Job Change/Recently Started New Job,93,,1,,1.951219512195122,
Reykjavík,107 Reykjavík (Vesturbær),45-54,female,Arts & Entertainment/TV & Video/Online Video,93,-0.5326633165829145,1,-0.5,9.046511627906977,-0.5339982812052397
Reykjavík,103 Reykjavík (Háaleiti og Bústaðir),45-54,female,Arts & Entertainment/TV & Video/Online Video,93,0.08139534883720931,1,0,32.4390243902439,0.5986793055703482
Reykjanes,260 Reykjanesbær,35-44,female,Arts & Entertainment/Celebrities & Entertainment News,93,,1,,2.763888888888889,
Álftanes,225 Álftanes,25-34,male,[Life Events] Job Change/Starting New Job Soon,93,-0.694078947368421,1,-0.6666666666666666,19.441558441558442,-0.33759596451248924
Suðurland,825 Stokkseyri,25-34,female,Arts & Entertainment/TV & Video/Online Video,93,,1,,10.5625,
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",65+,female,Arts & Entertainment/Music & Audio/Pop Music,93,1.1627906976744187,1,0,30.20731707317073,6.439115398616673
Reykjavík,110 Reykjavík (Árbær),55-64,male,Sports/Team Sports/Soccer,93,,1,,15.885714285714286,
Reykjavík,105 Reykjavík (Hlíðar),18-24,male,[Life Events] Moving/Moving Soon,93,-0.16216216216216217,1,0,24,0.48379351740696286
Norðurland,600 Akureyri,35-44,female,Arts & Entertainment/Celebrities & Entertainment News,93,,1,,3.670886075949367,
Reykjanes,230 Reykjanesbær,35-44,female,Arts & Entertainment/Celebrities & Entertainment News,93,-0.18421052631578946,1,-0.5,16.531645569620252,-0.5335469299858185
Vestfirðir,470 Þingeyri,25-34,male,Sports/Team Sports/Soccer,93,0.0449438202247191,1,0,1.8405797101449275,-0.8148842245543895
Reykjavík,105 Reykjavík (Hlíðar),65+,male,Arts & Entertainment/Celebrities & Entertainment News,93,0.02197802197802198,1,0,21.655172413793103,-0.20558470764617692
Garðabær,210 Garðabær,65+,female,News/Politics,93,,1,,29.929411764705883,
Reykjavík,107 Reykjavík (Vesturbær),25-34,female,[Life Events] Moving/Moving Soon,93,-0.38,1,-0.5,32.7093023255814,1.7824548292082472
Reykjanes,240 Grindavík,25-34,male,Arts & Entertainment/TV & Video/Online Video,93,,1,,4.219178082191781,
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",65+,female,Arts & Entertainment/TV & Video/Online Video/Live Video Streaming,93,0.24,1,0,28.379746835443036,-0.2616651229803438
Reykjavík,112 Reykjavík (Grafarvogur),25-34,male,Arts & Entertainment/TV & Video/Online Video/Live Video Streaming,93,,1,,1.2236842105263157,
Garðabær,210 Garðabær,25-34,male,[Life Events] Moving/Moving Soon,92,-0.7694235588972431,1,-0.8,7.271604938271605,-0.5528536392733925
Reykjavík,109 Reykjavík (Breiðholt),25-34,female,Arts & Entertainment/Music & Audio/Pop Music,92,0.5333333333333333,1,0,7.536585365853658,-0.26610030145245284
Vesturland,310 Borgarnes,55-64,female,Arts & Entertainment/Celebrities & Entertainment News,92,,1,,19.11904761904762,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),18-24,male,[Life Events] Job Change/Starting New Job Soon,91,,1,,6.779220779220779,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),35-44,male,News/Business News/Financial Markets News,91,,1,,7.975903614457831,
Vesturland,310 Borgarnes,65+,male,Arts & Entertainment/Celebrities & Entertainment News,91,,1,,22.987179487179485,
Vesturland,301 Akranes,25-34,male,[Life Events] Moving/Recently Moved,91,,1,,5.133333333333334,
Mosfellsbær,276 Mosfellsbær,25-34,female,Home & Garden/Home & Interior Decor,91,,1,,18.987179487179485,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),45-54,male,Arts & Entertainment/Celebrities & Entertainment News,91,,1,,2.308641975308642,
Kópavogur,"203 Kópavogur (Kórar, Hvörf, Þing)",18-24,male,Arts & Entertainment/TV & Video/Online Video,89,,1,,9.530864197530864,
Álftanes,225 Álftanes,25-34,male,[Life Events] Job Change/Recently Started New Job,89,-0.5027932960893855,1,-0.5,6.786666666666667,-0.7973100365704997
Reykjavík,109 Reykjavík (Breiðholt),25-34,female,Food & Drink/Food/Baked Goods,89,,1,,55.0126582278481,
Vesturland,311 Borgarnes,35-44,male,News/Sports News,89,-0.6715867158671587,1,-0.5,3.4225352112676055,-0.8665791358319408
Suðurland,815 Þorlákshöfn,35-44,male,Sports/Team Sports/Soccer,89,0.08536585365853659,1,0,21.03846153846154,2.8918333677046815
Reykjavík,105 Reykjavík (Hlíðar),25-34,female,Arts & Entertainment/TV & Video/TV Shows & Programs/TV Reality Shows,89,0.07228915662650602,1,0,4.078947368421052,-0.9254269906182343
