Landshlutar,Póstnúmer,Age,Gender,Other Category,Flettingar,% Δ,Fjöldi eigna,% Δ,Avg. Time on Page,% Δ
Vesturland,311 Borgarnes,45-54,female,Arts & Entertainment/TV & Video/Online Video,89,0.390625,1,0,5.6438356164383565,-0.06513152365745017
Norðurland,603 Akureyri,45-54,male,News/Sports News,89,,1,,15.602739726027398,
Hafnafjörður,220 Hafnarfjörður,18-24,female,[Life Events] Moving/Recently Moved,89,0.78,1,0,48.451219512195124,6.711958815089882
Vesturland,300 Akranes,25-34,female,Home & Garden/Home & Interior Decor,89,,1,,7.4,
Mosfellsbær,276 Mosfellsbær,25-34,female,Arts & Entertainment/TV & Video/TV Shows & Programs/TV Comedies,89,,1,,3.463768115942029,
Garðabær,210 Garðabær,18-24,male,Online Communities/Feed Aggregation & Social Bookmarking,89,,1,,13.681818181818182,
Vesturland,310 Borgarnes,18-24,male,Sports/Team Sports/Soccer,89,,1,,5.461538461538462,
Reykjavík,109 Reykjavík (Breiðholt),35-44,male,Arts & Entertainment/Celebrities & Entertainment News,89,-0.14423076923076922,1,0,21.91025641025641,0.1524660864110404
Reykjavík,103 Reykjavík (Háaleiti og Bústaðir),35-44,female,Arts & Entertainment/Celebrities & Entertainment News,89,-0.3945578231292517,1,0,6.916666666666667,-0.7329472329472329
Reykjanes,240 Grindavík,25-34,male,News/Sports News,89,0.022988505747126436,1,0,1.0588235294117647,-0.8169323804288071
Mosfellsbær,270 Mosfellsbær,35-44,female,Sports/Team Sports/Soccer,89,,1,,30.28048780487805,
Garðabær,210 Garðabær,25-34,male,Online Communities/Social Networks,89,,1,,2.96,
Vestfirðir,450 Patreksfjörður,25-34,male,Arts & Entertainment/TV & Video/Online Video,89,,1,,15,
Mosfellsbær,276 Mosfellsbær,25-34,female,Pets & Animals/Pets/Dogs,89,,1,,4.697368421052632,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),45-54,female,Travel & Transportation/Hotels & Accommodations,89,,1,,4.946666666666666,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),25-34,male,[Life Events] Business Creation/Recently Started a Business,89,,1,,28.160493827160494,
Reykjavík,107 Reykjavík (Vesturbær),35-44,female,Food & Drink/Cooking & Recipes,89,0.8936170212765957,1,0,2.447058823529412,-0.5844617092119867
Reykjavík,110 Reykjavík (Árbær),18-24,male,[Life Events] Moving/Moving Soon,89,,1,,8.435897435897436,
Reykjanes,250 Garður,25-34,female,Food & Drink/Food/Baked Goods,89,,1,,1.3076923076923077,
Norðurland,603 Akureyri,18-24,male,[Life Events] Moving/Moving Soon,89,,1,,13.974683544303797,
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",25-34,male,Finance/Investing/Stocks & Bonds,89,,1,,18.858823529411765,
Reykjanes,250 Garður,25-34,female,Online Communities/Social Networks,89,,1,,17.16176470588235,
Mosfellsbær,270 Mosfellsbær,55-64,female,Sports/Team Sports/Soccer,88,,1,,19.6,
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",25-34,female,[Life Events] Purchasing a Home/Recently Purchased a Home,88,-0.35766423357664234,1,-0.5,19.09090909090909,1.4883875248838752
Mosfellsbær,270 Mosfellsbær,25-34,male,Arts & Entertainment/Humor/Funny Pictures & Videos,88,-0.15384615384615385,1,-0.5,5.930555555555555,-0.6063986245753583
Hafnafjörður,220 Hafnarfjörður,18-24,male,[Life Events] Moving/Moving Soon,88,,1,,21,
Reykjanes,233 Reykjanesbær,45-54,male,Arts & Entertainment/TV & Video/Online Video,88,,1,,5.8533333333333335,
Vesturland,311 Borgarnes,45-54,female,Sports/Team Sports/Soccer,88,,1,,5.833333333333333,
Reykjavík,101 Reykjavík (Miðborg),25-34,female,Food & Drink/Food/Baked Goods,88,0.8723404255319149,1,0,9.909090909090908,-0.6481416855697086
Reykjavík,105 Reykjavík (Hlíðar),18-24,female,[Life Events] Moving/Moving Soon,88,-0.2903225806451613,1,0,2.6103896103896105,-0.8455711387730069
Suðurland,820 Eyrarbakki,45-54,male,Sports/Team Sports/Soccer,86,,1,,5.571428571428571,
Garðabær,210 Garðabær,25-34,female,Arts & Entertainment/TV & Video/TV Shows & Programs/TV Reality Shows,86,,1,,6.1066666666666665,
Reykjavík,"102 Reykjavík, international mail sorting station",25-34,male,[Life Events] Job Change/Starting New Job Soon,86,-0.47560975609756095,1,-0.5,10.505882352941176,-0.6812456747404844
Reykjanes,250 Garður,25-34,female,Food & Drink/Cooking & Recipes/Desserts,86,,1,,1.1639344262295082,
Suðurland,810 Hveragerði,65+,female,Arts & Entertainment/TV & Video/Online Video,86,-0.3228346456692913,1,-0.5,6.876712328767123,-0.6049093848379138
Mosfellsbær,276 Mosfellsbær,65+,male,Arts & Entertainment/Celebrities & Entertainment News,86,,1,,48.24050632911393,
Reykjanes,250 Garður,35-44,male,Arts & Entertainment/Celebrities & Entertainment News,85,,1,,1.4307692307692308,
Vesturland,310 Borgarnes,25-34,male,[Life Events] Moving/Recently Moved,85,,1,,40.714285714285715,
Suðurland,825 Stokkseyri,25-34,female,Arts & Entertainment/Celebrities & Entertainment News,85,,1,,12.905405405405405,
Norðurland,603 Akureyri,65+,female,Arts & Entertainment/Celebrities & Entertainment News,85,,1,,2.6901408450704225,
Reykjavík,109 Reykjavík (Breiðholt),25-34,male,Arts & Entertainment/Celebrities & Entertainment News,85,-0.47530864197530864,1,0,11.059701492537313,-0.017251405311106943
Reykjavík,107 Reykjavík (Vesturbær),18-24,male,[Life Events] Moving/Recently Moved,85,-0.2608695652173913,1,-0.5,4.189873417721519,-0.76275043319114
Kópavogur,"203 Kópavogur (Kórar, Hvörf, Þing)",45-54,male,Arts & Entertainment/TV & Video/Online Video,85,,1,,10.227848101265822,
Hafnafjörður,220 Hafnarfjörður,18-24,male,Sports/Team Sports/Soccer,85,,1,,6.71830985915493,
Mosfellsbær,276 Mosfellsbær,35-44,male,[Life Events] Job Change/Recently Started New Job,85,,1,,5.148648648648648,
Hafnafjörður,220 Hafnarfjörður,55-64,male,Sports/Team Sports/Soccer,85,,1,,10.98611111111111,
Reykjanes,250 Garður,25-34,female,Beauty & Fitness/Hair Care,85,,1,,7.092307692307692,
Reykjavík,104 Reykjavík (Laugardalur),18-24,female,[Life Events] Job Change/Recently Started New Job,85,,1,,3.012987012987013,
Reykjanes,230 Reykjanesbær,25-34,female,Arts & Entertainment/TV & Video/Online Video,85,0.49122807017543857,1,0,8.054054054054054,0.1803355079217149
Vesturland,301 Akranes,55-64,male,Arts & Entertainment/TV & Video/Online Video,85,0.6666666666666666,1,0,8.246376811594203,0.2758545255674049
Mosfellsbær,276 Mosfellsbær,25-34,male,Reference/Humanities/History,85,,1,,20.98611111111111,
Vesturland,301 Akranes,65+,female,Arts & Entertainment/Celebrities & Entertainment News,85,-0.0449438202247191,1,0,7.013513513513513,-0.5147883732789393
Reykjavík,101 Reykjavík (Miðborg),25-34,male,[Life Events] Moving/Moving Soon,85,-0.8202959830866807,1,-0.875,11.875,-0.5068577959805696
Reykjavík,110 Reykjavík (Árbær),55-64,female,Sports/Team Sports/Soccer,85,,1,,2.9753086419753085,
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",18-24,male,[Life Events] Moving/Moving Soon,85,-0.47530864197530864,1,-0.5,7.324324324324325,-0.6669664722383009
Kópavogur,"203 Kópavogur (Kórar, Hvörf, Þing)",45-54,female,Arts & Entertainment/Celebrities & Entertainment News,85,,1,,22.826666666666668,
Reykjanes,250 Garður,25-34,male,Shopping/Classifieds,85,,1,,3.19672131147541,
Reykjavík,103 Reykjavík (Háaleiti og Bústaðir),18-24,male,Arts & Entertainment/TV & Video/Online Video,85,0.328125,1,0,9.148148148148149,-0.6472436446729506
Garðabær,210 Garðabær,35-44,male,News/Business News/Financial Markets News,85,,1,,10.580246913580247,
Hafnafjörður,220 Hafnarfjörður,45-54,male,Arts & Entertainment/Celebrities & Entertainment News,85,,1,,21.140845070422536,
Reykjavík,103 Reykjavík (Háaleiti og Bústaðir),25-34,female,Food & Drink/Cooking & Recipes,85,,1,,35.53164556962025,
Garðabær,210 Garðabær,25-34,male,Finance/Investing/Stocks & Bonds,85,,1,,20.025974025974026,
Mosfellsbær,276 Mosfellsbær,18-24,female,[Life Events] Moving/Moving Soon,85,,1,,8.320512820512821,
Vesturland,311 Borgarnes,65+,female,Arts & Entertainment/TV & Video/Online Video,85,0.024096385542168676,1,0,8.106666666666667,-0.20371077762619363
Reykjavík,110 Reykjavík (Árbær),45-54,female,Home & Garden/Home & Interior Decor,85,,1,,16.08450704225352,
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",45-54,female,Law & Government/Government/Royalty,85,,1,,6.552238805970149,
Vesturland,310 Borgarnes,35-44,male,News/Sports News,83,,1,,32.7,
Reykjavík,101 Reykjavík (Miðborg),25-34,female,Arts & Entertainment/Music & Audio/Pop Music,83,-0.4236111111111111,1,-0.5,10.9,-0.7210404866792532
Hafnafjörður,221 Hafnarfjörður,45-54,male,Sports/Team Sports/Soccer,83,,1,,64.96385542168674,
Reykjavík,110 Reykjavík (Árbær),65+,female,Sports/Team Sports/Soccer,83,,1,,13.644736842105264,
Norðurland,640 Húsavík,25-34,male,News/Sports News,83,-0.20192307692307693,1,0,28.47142857142857,3.481613756613757
Mosfellsbær,276 Mosfellsbær,45-54,male,News/Sports News,83,,1,,20.55263157894737,
Norð-Austurland,550 Sauðárkrókur,18-24,male,Sports/Team Sports/Soccer,83,,1,,7.173913043478261,
Vesturland,300 Akranes,25-34,female,Law & Government/Government/Royalty,83,-0.08791208791208792,1,0,24.651515151515152,0.6390635074145714
Garðabær,210 Garðabær,35-44,male,Finance/Investing/Stocks & Bonds,83,,1,,8.415584415584416,
Suðurland,810 Hveragerði,25-34,male,[Life Events] Moving/Moving Soon,83,-0.6527196652719666,1,-0.5,14.11111111111111,-0.31636897479814047
Mosfellsbær,270 Mosfellsbær,65+,female,Sports/Team Sports/Soccer,82,,1,,6.694444444444445,
Reykjavík,190 Vogar,25-34,male,News/Sports News,82,,1,,27.822580645161292,
Vesturland,300 Akranes,45-54,female,Sports/Team Sports/Soccer,82,0.9069767441860465,1,0,3.515151515151515,0.025252525252525304
Vesturland,310 Borgarnes,25-34,female,Sports/Team Sports/Soccer,82,,1,,4.605633802816901,
Vesturland,301 Akranes,65+,male,Arts & Entertainment/TV & Video/Online Video,82,,1,,14.985294117647058,
Mosfellsbær,276 Mosfellsbær,55-64,female,"Reference/General Reference/How-To, DIY & Expert Content",82,,1,,7.333333333333333,
Mosfellsbær,276 Mosfellsbær,18-24,female,Arts & Entertainment/TV & Video/Online Video,81,,1,,13.506666666666666,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),55-64,female,Sports/Team Sports/Soccer,81,,1,,11.337662337662337,
Reykjanes,260 Reykjanesbær,25-34,female,Arts & Entertainment/Humor/Funny Pictures & Videos,81,0.19117647058823528,1,0,11.746031746031745,6.357404500261642
Reykjavík,104 Reykjavík (Laugardalur),18-24,male,[Life Events] Moving/Recently Moved,81,,1,,4.432098765432099,
Vesturland,310 Borgarnes,25-34,male,Arts & Entertainment/Humor/Funny Pictures & Videos,81,,1,,21.802816901408452,
Norð-Austurland,550 Sauðárkrókur,35-44,male,Sports/Team Sports/Soccer,81,,1,,2.8923076923076922,
Hafnafjörður,220 Hafnarfjörður,55-64,female,Arts & Entertainment/Celebrities & Entertainment News,81,0.265625,1,0,4.78125,-0.6213506711409396
Mosfellsbær,276 Mosfellsbær,25-34,male,Arts & Entertainment/TV & Video/Online Video/Live Video Streaming,81,,1,,12.147058823529411,
Vesturland,311 Borgarnes,25-34,female,Arts & Entertainment/TV & Video/Online Video,81,-0.5290697674418605,1,-0.5,12.646153846153846,0.4017906084414396
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",18-24,female,[Life Events] Moving/Moving Soon,81,-0.7177700348432056,1,-0.6666666666666666,5.191780821917808,-0.8579707500561419
Reykjavík,190 Vogar,25-34,male,Arts & Entertainment/TV & Video/Online Video,81,,1,,6.676470588235294,
Vestfirðir,450 Patreksfjörður,25-34,female,Arts & Entertainment/Celebrities & Entertainment News,81,,1,,10.25,
Hafnafjörður,220 Hafnarfjörður,65+,female,Sports/Team Sports/Soccer,81,,1,,10.91358024691358,
Reykjavík,112 Reykjavík (Grafarvogur),25-34,male,[Life Events] Moving/Moving Soon,81,0.125,1,0,33.220588235294116,1.8401021030173728
Álftanes,225 Álftanes,18-24,male,Arts & Entertainment/TV & Video/Online Video,81,-0.42142857142857143,1,-0.5,28.54794520547945,1.832664330466178
Reykjavík,104 Reykjavík (Laugardalur),18-24,male,[Life Events] Job Change/Recently Started New Job,81,,1,,4.580246913580247,
Reykjavík,103 Reykjavík (Háaleiti og Bústaðir),25-34,female,Sports/Team Sports/Soccer,81,,1,,8.297297297297296,
Reykjanes,230 Reykjanesbær,18-24,male,Arts & Entertainment/TV & Video/Online Video,81,,1,,2.537313432835821,
Reykjavík,190 Vogar,55-64,female,Arts & Entertainment/Celebrities & Entertainment News,81,,1,,83.6056338028169,
Reykjavík,110 Reykjavík (Árbær),55-64,female,Arts & Entertainment/TV & Video/Online Video,81,,1,,14.493150684931507,
Vesturland,300 Akranes,35-44,female,[Life Events] Job Change/Recently Started New Job,81,,1,,3.4477611940298507,
Álftanes,225 Álftanes,25-34,male,[Life Events] Moving/Moving Soon,81,-0.4968944099378882,1,-0.5,7.267605633802817,-0.798041346841545
Mosfellsbær,276 Mosfellsbær,18-24,male,Sports/Team Sports/Soccer,81,,1,,11.955223880597014,
Vesturland,301 Akranes,25-34,male,Arts & Entertainment/TV & Video/Online Video/Live Video Streaming,81,,1,,3.970149253731343,
Reykjavík,110 Reykjavík (Árbær),45-54,female,Arts & Entertainment/Music & Audio/Pop Music,81,,1,,43.648648648648646,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),65+,female,Arts & Entertainment/Music & Audio/Rock Music/Indie & Alternative Music,81,,1,,3.810810810810811,
Reykjanes,260 Reykjanesbær,25-34,male,Arts & Entertainment/Celebrities & Entertainment News,81,,1,,7.885245901639344,
Vestfirðir,450 Patreksfjörður,25-34,female,[Life Events] Moving/Recently Moved,81,,1,,23.056338028169016,
Reykjavík,105 Reykjavík (Hlíðar),25-34,female,News/Business News/Financial Markets News,81,,1,,22.760563380281692,
Reykjavík,103 Reykjavík (Háaleiti og Bústaðir),45-54,female,Arts & Entertainment/Celebrities & Entertainment News,81,-0.3135593220338983,1,0,23.86764705882353,0.2908271474019089
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),18-24,male,News/Sports News,81,,1,,6.078125,
Suðurland,825 Stokkseyri,25-34,male,News/Sports News,81,,1,,13.046875,
Reykjavík,109 Reykjavík (Breiðholt),65+,male,Sports/Team Sports/Soccer,81,-0.047058823529411764,1,0,30.257142857142856,4.989992748368383
Kópavogur,"203 Kópavogur (Kórar, Hvörf, Þing)",45-54,female,Arts & Entertainment/TV & Video/Online Video,81,,1,,5.839506172839506,
Mosfellsbær,270 Mosfellsbær,18-24,male,[Life Events] Job Change/Starting New Job Soon,81,,1,,30.455882352941178,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),25-34,female,Law & Government/Government/Royalty,81,,1,,36.61971830985915,
Garðabær,210 Garðabær,25-34,female,[Life Events] Moving/Moving Soon,79,-0.6201923076923077,1,-0.6666666666666666,10.140845070422536,0.9964079780697611
Hafnafjörður,220 Hafnarfjörður,25-34,female,Beauty & Fitness/Hair Care,79,,1,,28.33823529411765,
Reykjavík,110 Reykjavík (Árbær),25-34,female,[Life Events] Moving/Moving Soon,79,,1,,6.205882352941177,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),35-44,male,Sports/Team Sports/American Football,79,,1,,5.808219178082192,
Reykjavík,110 Reykjavík (Árbær),25-34,male,Online Communities/Feed Aggregation & Social Bookmarking,79,,1,,41.98717948717949,
Reykjavík,103 Reykjavík (Háaleiti og Bústaðir),45-54,male,News/Sports News,79,0.16176470588235295,1,0,6.446153846153846,-0.4394648829431438
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",55-64,male,Arts & Entertainment/TV & Video/Online Video,79,-0.6201923076923077,1,-0.6666666666666666,10.13888888888889,-0.44407396430218005
Mosfellsbær,276 Mosfellsbær,25-34,male,Food & Drink/Cooking & Recipes,78,,1,,16.91044776119403,
Suðurland,810 Hveragerði,35-44,male,News/Sports News,78,-0.45454545454545453,1,0,2.2153846153846155,-0.7582089552238805
Hafnafjörður,220 Hafnarfjörður,18-24,female,[Life Events] Job Change/Recently Started New Job,78,,1,,54.183098591549296,
Kópavogur,"203 Kópavogur (Kórar, Hvörf, Þing)",25-34,male,[Life Events] Moving/Moving Soon,78,,1,,59.07692307692308,
Reykjavík,110 Reykjavík (Árbær),45-54,female,Travel & Transportation/Hotels & Accommodations,78,,1,,38.7,
Vesturland,301 Akranes,25-34,male,Arts & Entertainment/Humor/Funny Pictures & Videos,78,,1,,3.4193548387096775,
Vesturland,310 Borgarnes,55-64,female,Hobbies & Leisure/Crafts/Fiber & Textile Arts,78,,1,,6.313432835820896,
Vesturland,310 Borgarnes,35-44,male,Arts & Entertainment/Celebrities & Entertainment News,78,,1,,4.630769230769231,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),25-34,male,Games/Computer & Video Games/Shooter Games,78,0.625,1,0,18.03125,-0.6463015937883122
Álftanes,225 Álftanes,35-44,female,Arts & Entertainment/Celebrities & Entertainment News,78,-0.5737704918032787,1,-0.5,9.328125,0.7047952586206896
Reykjavík,110 Reykjavík (Árbær),25-34,female,Arts & Entertainment/Humor/Funny Pictures & Videos,76,,1,,4.151515151515151,
Mosfellsbær,276 Mosfellsbær,25-34,female,Travel & Transportation/Transportation/Air Travel,76,,1,,49.39705882352941,
Vesturland,311 Borgarnes,65+,female,Food & Drink/Cooking & Recipes,76,,1,,22.33823529411765,
Vesturland,300 Akranes,25-34,female,Arts & Entertainment/TV & Video/TV Shows & Programs/TV Comedies,76,,1,,12.709677419354838,
Reykjavík,110 Reykjavík (Árbær),18-24,male,Arts & Entertainment/Humor/Funny Pictures & Videos,76,,1,,14.746666666666666,
Vesturland,310 Borgarnes,65+,female,Law & Government/Government/Executive Branch,76,,1,,4.333333333333333,
Reykjavík,105 Reykjavík (Hlíðar),18-24,male,[Life Events] Moving/Recently Moved,76,-0.8276643990929705,1,-0.8,8.777777777777779,-0.5739964050329538
Hafnafjörður,221 Hafnarfjörður,35-44,male,Arts & Entertainment/TV & Video/Online Video,76,,1,,12.623188405797102,
Reykjanes,233 Reykjanesbær,25-34,male,Arts & Entertainment/TV & Video/Online Video,76,,1,,2.876923076923077,
Norðurland,640 Húsavík,25-34,male,Arts & Entertainment/TV & Video/Online Video,76,0.1875,1,0,32.516129032258064,11.486193548387098
Garðabær,210 Garðabær,55-64,female,Arts & Entertainment/Celebrities & Entertainment News,76,-0.8555133079847909,1,-0.875,4.092307692307692,-0.8232364963822765
Mosfellsbær,276 Mosfellsbær,18-24,male,[Life Events] Moving/Moving Soon,76,,1,,11.857142857142858,
Mosfellsbær,276 Mosfellsbær,45-54,male,Arts & Entertainment/Celebrities & Entertainment News,76,,1,,16.47142857142857,
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",65+,female,Law & Government/Government/Executive Branch,76,-0.07317073170731707,1,0,5.723076923076923,-0.6946529080675422
